CD_DEPT;CD_NOM;NOM_CITE;DUREE;CODAGE;AUTRE;CD_SL;CD_OCC_STATUT_BIOLOGIQUE
95;79300;Myotis brandtii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
95;79300;Myotis brandtii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
95;79299;Myotis alcathoe;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
95;79299;Myotis alcathoe;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
95;79299;Myotis alcathoe;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
95;79298;Myotis punicus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
95;79298;Myotis punicus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
95;79298;Myotis punicus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
95;60527;Plecotus austriacus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
95;60527;Plecotus austriacus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
95;60527;Plecotus austriacus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
95;60518;Plecotus auritus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
95;60518;Plecotus auritus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
95;78164;Vipera ursinii;;1;;9;
95;159453;Cottus petiti;20;2;;9;
95;67534;Misgurnus fossilis;20;2;;9;
95;94041;Cypripedium calceolus;;1;;9;
95;3638;Picoides tridactylus;1;1;uniquement si observation de nidification ;9;3
95;3076;Grus grus;10;3;uniquement si observation de nidification ;9;3
95;2964;Tetrao urogallus;20;1;Place de chant, lek.;9;3
95;2852;Gypaetus barbatus;10;2;uniquement si observation de nidification ?;9;3
95;2848;Haliaeetus albicilla;10;3;uniquement si observation de nidification ;9;3
95;2655;Hieraaetus fasciatus;10;3;uniquement si observation de nidification ;9;3
95;2636;Aquila pomarina;10;3;uniquement si observation de nidification ;9;3
95;2514;Ciconia nigra;10;3;uniquement si observation de nidification ;9;3
95;2869;Aegypius monachus;10;2;uniquement si observation de nidification;9;3
95;64437;Margaritifera auricularia;20;2;;9;
95;64435;Margaritifera margaritifera;20;2;;9;
95;200118;Myotis daubentonii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
95;200118;Myotis daubentonii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
95;200118;Myotis daubentonii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
95;163463;Plecotus macrobullaris;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
95;163463;Plecotus macrobullaris;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
95;163463;Plecotus macrobullaris;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
95;79305;Miniopterus schreibersii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
95;79305;Miniopterus schreibersii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
95;79305;Miniopterus schreibersii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
95;79301;Myotis bechsteinii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
95;79301;Myotis bechsteinii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
95;79301;Myotis bechsteinii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
95;79300;Myotis brandtii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
95;60518;Plecotus auritus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
95;60447;Myotis dasycneme;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
95;701819;Salamandra atra;;1;;9;
95;699127;Salamandra lanzai;;1;;9;
95;60447;Myotis dasycneme;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
95;60447;Myotis dasycneme;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
95;60439;Myotis capaccinii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
95;60439;Myotis capaccinii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
95;60439;Myotis capaccinii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
95;60427;Myotis blythii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
95;60427;Myotis blythii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
95;60427;Myotis blythii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
95;60418;Myotis myotis;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
95;60418;Myotis myotis;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
95;60418;Myotis myotis;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
95;60411;Myotis escalerai;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
95;60411;Myotis escalerai;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
95;60411;Myotis escalerai;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
95;60408;Myotis nattereri;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
95;60408;Myotis nattereri;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
95;60408;Myotis nattereri;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
95;60400;Myotis emarginatus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
95;60400;Myotis emarginatus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
95;60400;Myotis emarginatus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
95;60383;Myotis mystacinus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
95;60383;Myotis mystacinus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
95;60383;Myotis mystacinus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
95;60345;Barbastella barbastellus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
95;60345;Barbastella barbastellus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
95;60345;Barbastella barbastellus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
95;60337;Rhinolophus mehelyi;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
95;60337;Rhinolophus mehelyi;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
95;60337;Rhinolophus mehelyi;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
95;60330;Rhinolophus euryale;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
95;60330;Rhinolophus euryale;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
95;60330;Rhinolophus euryale;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
95;60313;Rhinolophus hipposideros;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
95;60313;Rhinolophus hipposideros;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
95;60313;Rhinolophus hipposideros;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
95;60295;Rhinolophus ferrumequinum;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
95;60295;Rhinolophus ferrumequinum;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
95;60295;Rhinolophus ferrumequinum;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
95;60826;Ursus arctos;1;2;uniquement l'emplacement des tanières;9;3
95;60612;Lynx lynx;1;2;uniquement l'emplacement gîte de mise bas;9;3
95;60577;Canis lupus;1;2;uniquement l'emplacement des terriers;9;3
95;53856;Euphydryas maturna;20;1;;9;
95;53651;Coenonympha hero;20;2;;9;
95;53631;Coenonympha tullia;20;2;;9;
95;18437;Austropotamobius pallipes;20;2;;9;
95;240;Pelobates fuscus;20;1;;9;
25;79300;Myotis brandtii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
25;79300;Myotis brandtii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
25;79299;Myotis alcathoe;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
25;79299;Myotis alcathoe;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
25;79299;Myotis alcathoe;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
25;79298;Myotis punicus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
25;79298;Myotis punicus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
25;79298;Myotis punicus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
25;60527;Plecotus austriacus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
25;60527;Plecotus austriacus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
25;60527;Plecotus austriacus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
25;60518;Plecotus auritus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
25;60518;Plecotus auritus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
25;78164;Vipera ursinii;;1;;9;
25;159453;Cottus petiti;20;2;;9;
25;67534;Misgurnus fossilis;20;2;;9;
25;94041;Cypripedium calceolus;;1;;9;
25;3638;Picoides tridactylus;1;1;uniquement si observation de nidification ;9;3
25;3076;Grus grus;10;3;uniquement si observation de nidification ;9;3
25;2964;Tetrao urogallus;20;1;Place de chant, lek.;9;3
25;2852;Gypaetus barbatus;10;2;uniquement si observation de nidification ?;9;3
25;2848;Haliaeetus albicilla;10;3;uniquement si observation de nidification ;9;3
25;2655;Hieraaetus fasciatus;10;3;uniquement si observation de nidification ;9;3
25;2636;Aquila pomarina;10;3;uniquement si observation de nidification ;9;3
25;2514;Ciconia nigra;10;3;uniquement si observation de nidification ;9;3
25;2869;Aegypius monachus;10;2;uniquement si observation de nidification;9;3
25;64437;Margaritifera auricularia;20;2;;9;
25;64435;Margaritifera margaritifera;20;2;;9;
25;200118;Myotis daubentonii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
25;200118;Myotis daubentonii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
25;200118;Myotis daubentonii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
25;163463;Plecotus macrobullaris;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
25;163463;Plecotus macrobullaris;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
25;163463;Plecotus macrobullaris;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
25;79305;Miniopterus schreibersii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
25;79305;Miniopterus schreibersii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
25;79305;Miniopterus schreibersii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
25;79301;Myotis bechsteinii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
25;79301;Myotis bechsteinii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
25;79301;Myotis bechsteinii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
25;79300;Myotis brandtii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
25;60518;Plecotus auritus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
25;60447;Myotis dasycneme;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
25;701819;Salamandra atra;;1;;9;
25;699127;Salamandra lanzai;;1;;9;
25;60447;Myotis dasycneme;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
25;60447;Myotis dasycneme;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
25;60439;Myotis capaccinii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
25;60439;Myotis capaccinii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
25;60439;Myotis capaccinii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
25;60427;Myotis blythii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
25;60427;Myotis blythii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
25;60427;Myotis blythii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
25;60418;Myotis myotis;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
25;60418;Myotis myotis;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
25;60418;Myotis myotis;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
25;60411;Myotis escalerai;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
25;60411;Myotis escalerai;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
25;60411;Myotis escalerai;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
25;60408;Myotis nattereri;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
25;60408;Myotis nattereri;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
25;60408;Myotis nattereri;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
25;60400;Myotis emarginatus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
25;60400;Myotis emarginatus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
25;60400;Myotis emarginatus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
25;60383;Myotis mystacinus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
25;60383;Myotis mystacinus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
25;60383;Myotis mystacinus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
25;60345;Barbastella barbastellus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
25;60345;Barbastella barbastellus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
25;60345;Barbastella barbastellus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
25;60337;Rhinolophus mehelyi;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
25;60337;Rhinolophus mehelyi;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
25;60337;Rhinolophus mehelyi;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
25;60330;Rhinolophus euryale;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
25;60330;Rhinolophus euryale;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
25;60330;Rhinolophus euryale;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
25;60313;Rhinolophus hipposideros;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
25;60313;Rhinolophus hipposideros;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
25;60313;Rhinolophus hipposideros;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
25;60295;Rhinolophus ferrumequinum;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
25;60295;Rhinolophus ferrumequinum;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
25;60295;Rhinolophus ferrumequinum;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
25;60826;Ursus arctos;1;2;uniquement l'emplacement des tanières;9;3
25;60612;Lynx lynx;1;2;uniquement l'emplacement gîte de mise bas;9;3
25;60577;Canis lupus;1;2;uniquement l'emplacement des terriers;9;3
25;53856;Euphydryas maturna;20;1;;9;
25;53651;Coenonympha hero;20;2;;9;
25;53631;Coenonympha tullia;20;2;;9;
25;18437;Austropotamobius pallipes;20;2;;9;
25;240;Pelobates fuscus;20;1;;9;
90;79300;Myotis brandtii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
90;79300;Myotis brandtii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
90;79299;Myotis alcathoe;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
90;79299;Myotis alcathoe;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
90;79299;Myotis alcathoe;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
90;79298;Myotis punicus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
90;79298;Myotis punicus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
90;79298;Myotis punicus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
90;60527;Plecotus austriacus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
90;60527;Plecotus austriacus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
90;60527;Plecotus austriacus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
90;60518;Plecotus auritus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
90;60518;Plecotus auritus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
90;78164;Vipera ursinii;;1;;9;
90;159453;Cottus petiti;20;2;;9;
90;67534;Misgurnus fossilis;20;2;;9;
90;94041;Cypripedium calceolus;;1;;9;
90;3638;Picoides tridactylus;1;1;uniquement si observation de nidification ;9;3
90;3076;Grus grus;10;3;uniquement si observation de nidification ;9;3
90;2964;Tetrao urogallus;20;1;Place de chant, lek.;9;3
90;2852;Gypaetus barbatus;10;2;uniquement si observation de nidification ?;9;3
90;2848;Haliaeetus albicilla;10;3;uniquement si observation de nidification ;9;3
90;2655;Hieraaetus fasciatus;10;3;uniquement si observation de nidification ;9;3
90;2636;Aquila pomarina;10;3;uniquement si observation de nidification ;9;3
90;2514;Ciconia nigra;10;3;uniquement si observation de nidification ;9;3
90;2869;Aegypius monachus;10;2;uniquement si observation de nidification;9;3
90;64437;Margaritifera auricularia;20;2;;9;
90;64435;Margaritifera margaritifera;20;2;;9;
90;200118;Myotis daubentonii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
90;200118;Myotis daubentonii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
90;200118;Myotis daubentonii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
90;163463;Plecotus macrobullaris;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
90;163463;Plecotus macrobullaris;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
90;163463;Plecotus macrobullaris;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
90;79305;Miniopterus schreibersii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
90;79305;Miniopterus schreibersii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
90;79305;Miniopterus schreibersii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
90;79301;Myotis bechsteinii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
90;79301;Myotis bechsteinii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
90;79301;Myotis bechsteinii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
90;79300;Myotis brandtii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
90;60518;Plecotus auritus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
90;60447;Myotis dasycneme;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
90;701819;Salamandra atra;;1;;9;
90;699127;Salamandra lanzai;;1;;9;
90;60447;Myotis dasycneme;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
90;60447;Myotis dasycneme;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
90;60439;Myotis capaccinii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
90;60439;Myotis capaccinii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
90;60439;Myotis capaccinii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
90;60427;Myotis blythii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
90;60427;Myotis blythii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
90;60427;Myotis blythii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
90;60418;Myotis myotis;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
90;60418;Myotis myotis;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
90;60418;Myotis myotis;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
90;60411;Myotis escalerai;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
90;60411;Myotis escalerai;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
90;60411;Myotis escalerai;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
90;60408;Myotis nattereri;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
90;60408;Myotis nattereri;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
90;60408;Myotis nattereri;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
90;60400;Myotis emarginatus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
90;60400;Myotis emarginatus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
90;60400;Myotis emarginatus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
90;60383;Myotis mystacinus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
90;60383;Myotis mystacinus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
90;60383;Myotis mystacinus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
90;60345;Barbastella barbastellus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
90;60345;Barbastella barbastellus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
90;60345;Barbastella barbastellus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
90;60337;Rhinolophus mehelyi;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
90;60337;Rhinolophus mehelyi;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
90;60337;Rhinolophus mehelyi;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
90;60330;Rhinolophus euryale;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
90;60330;Rhinolophus euryale;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
90;60330;Rhinolophus euryale;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
90;60313;Rhinolophus hipposideros;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
90;60313;Rhinolophus hipposideros;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
90;60313;Rhinolophus hipposideros;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
90;60295;Rhinolophus ferrumequinum;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
90;60295;Rhinolophus ferrumequinum;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
90;60295;Rhinolophus ferrumequinum;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
90;60826;Ursus arctos;1;2;uniquement l'emplacement des tanières;9;3
90;60612;Lynx lynx;1;2;uniquement l'emplacement gîte de mise bas;9;3
90;60577;Canis lupus;1;2;uniquement l'emplacement des terriers;9;3
90;53856;Euphydryas maturna;20;1;;9;
90;53651;Coenonympha hero;20;2;;9;
90;53631;Coenonympha tullia;20;2;;9;
90;18437;Austropotamobius pallipes;20;2;;9;
90;240;Pelobates fuscus;20;1;;9;
93;79300;Myotis brandtii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
93;79300;Myotis brandtii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
93;79299;Myotis alcathoe;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
93;79299;Myotis alcathoe;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
93;79299;Myotis alcathoe;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
93;79298;Myotis punicus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
93;79298;Myotis punicus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
93;79298;Myotis punicus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
93;60527;Plecotus austriacus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
93;60527;Plecotus austriacus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
93;60527;Plecotus austriacus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
93;60518;Plecotus auritus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
93;60518;Plecotus auritus;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
93;78164;Vipera ursinii;;1;;9;
93;159453;Cottus petiti;20;2;;9;
93;67534;Misgurnus fossilis;20;2;;9;
93;94041;Cypripedium calceolus;;1;;9;
93;3638;Picoides tridactylus;1;1;uniquement si observation de nidification ;9;3
93;3076;Grus grus;10;3;uniquement si observation de nidification ;9;3
93;2964;Tetrao urogallus;20;1;Place de chant, lek.;9;3
93;2852;Gypaetus barbatus;10;2;uniquement si observation de nidification ?;9;3
93;2848;Haliaeetus albicilla;10;3;uniquement si observation de nidification ;9;3
93;2655;Hieraaetus fasciatus;10;3;uniquement si observation de nidification ;9;3
93;2636;Aquila pomarina;10;3;uniquement si observation de nidification ;9;3
93;2514;Ciconia nigra;10;3;uniquement si observation de nidification ;9;3
93;2869;Aegypius monachus;10;2;uniquement si observation de nidification;9;3
93;64437;Margaritifera auricularia;20;2;;9;
93;64435;Margaritifera margaritifera;20;2;;9;
93;200118;Myotis daubentonii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
93;200118;Myotis daubentonii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
93;200118;Myotis daubentonii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
93;163463;Plecotus macrobullaris;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
93;163463;Plecotus macrobullaris;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
93;163463;Plecotus macrobullaris;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
93;79305;Miniopterus schreibersii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;7
93;79305;Miniopterus schreibersii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;4
93;79305;Miniopterus schreibersii;;2;Gîtes hypogés et fortifications (données de détection acoustique non sensibles);9;3
