CD_DEPT;CD_NOM;NOM_CITE;DUREE;CODAGE;AUTRE;CD_SL;CD_OCC_STATUT_BIOLOGIQUE
64;611007;Lathyrus nudicaulis (Wilk.) Amo, 1861;;2;Tout élément sensible;10;12
47;105284;Lathyrus vivantii P.Monts., 1981;;1;Tout élément sensible;10;12
33;105284;Lathyrus vivantii P.Monts., 1981;;1;Tout élément sensible;10;12
24;105284;Lathyrus vivantii P.Monts., 1981;;1;Tout élément sensible;10;12
40;105284;Lathyrus vivantii P.Monts., 1981;;1;Tout élément sensible;10;12
64;105284;Lathyrus vivantii P.Monts., 1981;;1;Tout élément sensible;10;12
47;137247;Leucanthemum ircutianum subsp. crassifolium (Lange) Vogt, 1991;;1;Tout élément sensible;10;12
33;137247;Leucanthemum ircutianum subsp. crassifolium (Lange) Vogt, 1991;;1;Tout élément sensible;10;12
24;137247;Leucanthemum ircutianum subsp. crassifolium (Lange) Vogt, 1991;;1;Tout élément sensible;10;12
40;137247;Leucanthemum ircutianum subsp. crassifolium (Lange) Vogt, 1991;;1;Tout élément sensible;10;12
64;137247;Leucanthemum ircutianum subsp. crassifolium (Lange) Vogt, 1991;;1;Tout élément sensible;10;12
47;105989;Lilium martagon L., 1753;;1;Tout élément sensible;10;12
33;105989;Lilium martagon L., 1753;;1;Tout élément sensible;10;12
24;105989;Lilium martagon L., 1753;;1;Tout élément sensible;10;12
40;105989;Lilium martagon L., 1753;;1;Tout élément sensible;10;12
64;105989;Lilium martagon L., 1753;;1;Tout élément sensible;10;12
47;105992;Lilium pyrenaicum Gouan, 1773;;1;Tout élément sensible;10;12
33;105992;Lilium pyrenaicum Gouan, 1773;;1;Tout élément sensible;10;12
24;105992;Lilium pyrenaicum Gouan, 1773;;1;Tout élément sensible;10;12
40;105992;Lilium pyrenaicum Gouan, 1773;;1;Tout élément sensible;10;12
64;105992;Lilium pyrenaicum Gouan, 1773;;1;Tout élément sensible;10;12
47;106046;Limonium bellidifolium (Gouan) Dumort., 1827;;2;Tout élément sensible;10;12
33;106046;Limonium bellidifolium (Gouan) Dumort., 1827;;2;Tout élément sensible;10;12
24;106046;Limonium bellidifolium (Gouan) Dumort., 1827;;2;Tout élément sensible;10;12
40;106046;Limonium bellidifolium (Gouan) Dumort., 1827;;2;Tout élément sensible;10;12
64;106046;Limonium bellidifolium (Gouan) Dumort., 1827;;2;Tout élément sensible;10;12
47;106221;Linaria spartea (L.) Desf., 1804;;1;Tout élément sensible;10;12
33;106221;Linaria spartea (L.) Desf., 1804;;1;Tout élément sensible;10;12
24;106221;Linaria spartea (L.) Desf., 1804;;1;Tout élément sensible;10;12
40;106221;Linaria spartea (L.) Desf., 1804;;1;Tout élément sensible;10;12
64;106221;Linaria spartea (L.) Desf., 1804;;1;Tout élément sensible;10;12
47;106257;Lindernia palustris Hartmann, 1767;;1;Tout élément sensible;10;12
33;106257;Lindernia palustris Hartmann, 1767;;1;Tout élément sensible;10;12
24;106257;Lindernia palustris Hartmann, 1767;;1;Tout élément sensible;10;12
40;106257;Lindernia palustris Hartmann, 1767;;1;Tout élément sensible;10;12
64;106257;Lindernia palustris Hartmann, 1767;;1;Tout élément sensible;10;12
47;106353;Liparis loeselii (L.) Rich., 1817;;2;Tout élément sensible;10;12
33;106353;Liparis loeselii (L.) Rich., 1817;;2;Tout élément sensible;10;12
24;106353;Liparis loeselii (L.) Rich., 1817;;2;Tout élément sensible;10;12
40;106353;Liparis loeselii (L.) Rich., 1817;;2;Tout élément sensible;10;12
64;106353;Liparis loeselii (L.) Rich., 1817;;2;Tout élément sensible;10;12
47;106428;Lobelia dortmanna L., 1753;;1;Tout élément sensible;10;12
33;106428;Lobelia dortmanna L., 1753;;1;Tout élément sensible;10;12
24;106428;Lobelia dortmanna L., 1753;;1;Tout élément sensible;10;12
40;106428;Lobelia dortmanna L., 1753;;1;Tout élément sensible;10;12
64;106428;Lobelia dortmanna L., 1753;;1;Tout élément sensible;10;12
47;106517;Lolium temulentum L., 1753;;1;Tout élément sensible;10;12
33;106517;Lolium temulentum L., 1753;;1;Tout élément sensible;10;12
24;106517;Lolium temulentum L., 1753;;1;Tout élément sensible;10;12
40;106517;Lolium temulentum L., 1753;;1;Tout élément sensible;10;12
64;106517;Lolium temulentum L., 1753;;1;Tout élément sensible;10;12
47;106993;Lycopodiella inundata (L.) Holub, 1964;;1;Tout élément sensible;10;12
33;106993;Lycopodiella inundata (L.) Holub, 1964;;1;Tout élément sensible;10;12
24;106993;Lycopodiella inundata (L.) Holub, 1964;;1;Tout élément sensible;10;12
40;106993;Lycopodiella inundata (L.) Holub, 1964;;1;Tout élément sensible;10;12
64;106993;Lycopodiella inundata (L.) Holub, 1964;;1;Tout élément sensible;10;12
47;610908;Lysimachia tyrrhenia (Thore) U.Manns & Anderb, 2009;;2;Tout élément sensible;10;12
33;610908;Lysimachia tyrrhenia (Thore) U.Manns & Anderb, 2009;;2;Tout élément sensible;10;12
24;610908;Lysimachia tyrrhenia (Thore) U.Manns & Anderb, 2009;;2;Tout élément sensible;10;12
40;610908;Lysimachia tyrrhenia (Thore) U.Manns & Anderb, 2009;;2;Tout élément sensible;10;12
64;610908;Lysimachia tyrrhenia (Thore) U.Manns & Anderb, 2009;;2;Tout élément sensible;10;12
47;107097;Lythrum borysthenicum (Schrank) Litv., 1917;;1;Tout élément sensible;10;12
33;107097;Lythrum borysthenicum (Schrank) Litv., 1917;;1;Tout élément sensible;10;12
24;107097;Lythrum borysthenicum (Schrank) Litv., 1917;;1;Tout élément sensible;10;12
40;107097;Lythrum borysthenicum (Schrank) Litv., 1917;;1;Tout élément sensible;10;12
64;107097;Lythrum borysthenicum (Schrank) Litv., 1917;;1;Tout élément sensible;10;12
47;107108;Lythrum junceum Banks & Sol, 1794;;1;Tout élément sensible;10;12
33;107108;Lythrum junceum Banks & Sol, 1794;;1;Tout élément sensible;10;12
24;107108;Lythrum junceum Banks & Sol, 1794;;1;Tout élément sensible;10;12
40;107108;Lythrum junceum Banks & Sol, 1794;;1;Tout élément sensible;10;12
64;107108;Lythrum junceum Banks & Sol, 1794;;1;Tout élément sensible;10;12
47;107407;Marsilea quadrifolia L., 1753;;1;Tout élément sensible;10;12
33;107407;Marsilea quadrifolia L., 1753;;1;Tout élément sensible;10;12
24;107407;Marsilea quadrifolia L., 1753;;1;Tout élément sensible;10;12
40;107407;Marsilea quadrifolia L., 1753;;1;Tout élément sensible;10;12
64;107407;Marsilea quadrifolia L., 1753;;1;Tout élément sensible;10;12
47;108345;Menyanthes trifoliata L., 1753;;1;Tout élément sensible;10;12
33;108345;Menyanthes trifoliata L., 1753;;1;Tout élément sensible;10;12
24;108345;Menyanthes trifoliata L., 1753;;1;Tout élément sensible;10;12
40;108345;Menyanthes trifoliata L., 1753;;1;Tout élément sensible;10;12
64;108345;Menyanthes trifoliata L., 1753;;1;Tout élément sensible;10;12
47;137814;Milium vernale subsp. scabrum (Rich.) K.Richt., 1890;;1;Tout élément sensible;10;12
33;137814;Milium vernale subsp. scabrum (Rich.) K.Richt., 1890;;1;Tout élément sensible;10;12
24;137814;Milium vernale subsp. scabrum (Rich.) K.Richt., 1890;;1;Tout élément sensible;10;12
40;137814;Milium vernale subsp. scabrum (Rich.) K.Richt., 1890;;1;Tout élément sensible;10;12
64;137814;Milium vernale subsp. scabrum (Rich.) K.Richt., 1890;;1;Tout élément sensible;10;12
47;109126;Myosurus minimus L., 1753;;1;Tout élément sensible;10;12
33;109126;Myosurus minimus L., 1753;;1;Tout élément sensible;10;12
24;109126;Myosurus minimus L., 1753;;1;Tout élément sensible;10;12
40;109126;Myosurus minimus L., 1753;;1;Tout élément sensible;10;12
64;109126;Myosurus minimus L., 1753;;1;Tout élément sensible;10;12
47;109239;Narcissus bicolor L., 1762;;1;Tout élément sensible;10;12
33;109239;Narcissus bicolor L., 1762;;1;Tout élément sensible;10;12
24;109239;Narcissus bicolor L., 1762;;1;Tout élément sensible;10;12
40;109239;Narcissus bicolor L., 1762;;1;Tout élément sensible;10;12
64;109239;Narcissus bicolor L., 1762;;1;Tout élément sensible;10;12
47;109273;Narcissus minor L., 1762;;1;Tout élément sensible;10;12
33;109273;Narcissus minor L., 1762;;1;Tout élément sensible;10;12
24;109273;Narcissus minor L., 1762;;1;Tout élément sensible;10;12
40;109273;Narcissus minor L., 1762;;1;Tout élément sensible;10;12
64;109273;Narcissus minor L., 1762;;1;Tout élément sensible;10;12
47;137992;Narcissus poeticus subsp. poeticus L., 1753;;1;Tout élément sensible;10;12
33;137992;Narcissus poeticus subsp. poeticus L., 1753;;1;Tout élément sensible;10;12
24;137992;Narcissus poeticus subsp. poeticus L., 1753;;1;Tout élément sensible;10;12
40;137992;Narcissus poeticus subsp. poeticus L., 1753;;1;Tout élément sensible;10;12
64;137992;Narcissus poeticus subsp. poeticus L., 1753;;1;Tout élément sensible;10;12
47;138005;Narcissus pseudonarcissus subsp. pallidiflorus (Pugsley) A.Fern., 1951;;1;Tout élément sensible;10;12
33;138005;Narcissus pseudonarcissus subsp. pallidiflorus (Pugsley) A.Fern., 1951;;1;Tout élément sensible;10;12
24;138005;Narcissus pseudonarcissus subsp. pallidiflorus (Pugsley) A.Fern., 1951;;1;Tout élément sensible;10;12
40;138005;Narcissus pseudonarcissus subsp. pallidiflorus (Pugsley) A.Fern., 1951;;1;Tout élément sensible;10;12
64;138005;Narcissus pseudonarcissus subsp. pallidiflorus (Pugsley) A.Fern., 1951;;1;Tout élément sensible;10;12
47;109465;Neatostema apulum (L.) I.M.Johnst., 1953;;1;Tout élément sensible;10;12
33;109465;Neatostema apulum (L.) I.M.Johnst., 1953;;1;Tout élément sensible;10;12
24;109465;Neatostema apulum (L.) I.M.Johnst., 1953;;1;Tout élément sensible;10;12
40;109465;Neatostema apulum (L.) I.M.Johnst., 1953;;1;Tout élément sensible;10;12
64;109465;Neatostema apulum (L.) I.M.Johnst., 1953;;1;Tout élément sensible;10;12
47;109496;Neoschischkinia elegans (Thore) Tzvelev, 1968;;1;Tout élément sensible;10;12
33;109496;Neoschischkinia elegans (Thore) Tzvelev, 1968;;1;Tout élément sensible;10;12
24;109496;Neoschischkinia elegans (Thore) Tzvelev, 1968;;1;Tout élément sensible;10;12
40;109496;Neoschischkinia elegans (Thore) Tzvelev, 1968;;1;Tout élément sensible;10;12
64;109496;Neoschischkinia elegans (Thore) Tzvelev, 1968;;1;Tout élément sensible;10;12
47;718382;Neoschischkinia truncatula subsp. durieui (Willk.) Valdés & HScholz, 2006;;1;Tout élément sensible;10;12
33;718382;Neoschischkinia truncatula subsp. durieui (Willk.) Valdés & HScholz, 2006;;1;Tout élément sensible;10;12
24;718382;Neoschischkinia truncatula subsp. durieui (Willk.) Valdés & HScholz, 2006;;1;Tout élément sensible;10;12
40;718382;Neoschischkinia truncatula subsp. durieui (Willk.) Valdés & HScholz, 2006;;1;Tout élément sensible;10;12
64;718382;Neoschischkinia truncatula subsp. durieui (Willk.) Valdés & HScholz, 2006;;1;Tout élément sensible;10;12
47;109499;Neotinea maculata (Desf.) Stearn, 1974;;1;Tout élément sensible;10;12
33;109499;Neotinea maculata (Desf.) Stearn, 1974;;1;Tout élément sensible;10;12
24;109499;Neotinea maculata (Desf.) Stearn, 1974;;1;Tout élément sensible;10;12
40;109499;Neotinea maculata (Desf.) Stearn, 1974;;1;Tout élément sensible;10;12
64;109499;Neotinea maculata (Desf.) Stearn, 1974;;1;Tout élément sensible;10;12
47;109503;Neottia cordata (L.) Rich.;;1;Tout élément sensible;10;12
33;109503;Neottia cordata (L.) Rich.;;1;Tout élément sensible;10;12
24;109503;Neottia cordata (L.) Rich.;;1;Tout élément sensible;10;12
40;109503;Neottia cordata (L.) Rich.;;1;Tout élément sensible;10;12
64;109503;Neottia cordata (L.) Rich.;;1;Tout élément sensible;10;12
47;718725;Nigella hispanica var. parviflora Coss.;;2;Tout élément sensible;10;12
33;718725;Nigella hispanica var. parviflora Coss.;;2;Tout élément sensible;10;12
24;718725;Nigella hispanica var. parviflora Coss.;;2;Tout élément sensible;10;12
40;718725;Nigella hispanica var. parviflora Coss.;;2;Tout élément sensible;10;12
64;718725;Nigella hispanica var. parviflora Coss.;;2;Tout élément sensible;10;12
47;718250;Noccaea caerulescens subsp. arenaria (Duby) B.Bock, 2012;;1;Tout élément sensible;10;12
33;718250;Noccaea caerulescens subsp. arenaria (Duby) B.Bock, 2012;;1;Tout élément sensible;10;12
24;718250;Noccaea caerulescens subsp. arenaria (Duby) B.Bock, 2012;;1;Tout élément sensible;10;12
40;718250;Noccaea caerulescens subsp. arenaria (Duby) B.Bock, 2012;;1;Tout élément sensible;10;12
64;718250;Noccaea caerulescens subsp. arenaria (Duby) B.Bock, 2012;;1;Tout élément sensible;10;12
47;138095;Noccaea montana subsp. montana (L.) F.K.Mey., 1973;;1;Tout élément sensible;10;12
33;138095;Noccaea montana subsp. montana (L.) F.K.Mey., 1973;;1;Tout élément sensible;10;12
24;138095;Noccaea montana subsp. montana (L.) F.K.Mey., 1973;;1;Tout élément sensible;10;12
40;138095;Noccaea montana subsp. montana (L.) F.K.Mey., 1973;;1;Tout élément sensible;10;12
64;138095;Noccaea montana subsp. montana (L.) F.K.Mey., 1973;;1;Tout élément sensible;10;12
47;109703;Nothobartsia spicata (Ramond) Bolliger & Molau, 1992;;2;Tout élément sensible;10;12
33;109703;Nothobartsia spicata (Ramond) Bolliger & Molau, 1992;;2;Tout élément sensible;10;12
24;109703;Nothobartsia spicata (Ramond) Bolliger & Molau, 1992;;2;Tout élément sensible;10;12
40;109703;Nothobartsia spicata (Ramond) Bolliger & Molau, 1992;;2;Tout élément sensible;10;12
64;109703;Nothobartsia spicata (Ramond) Bolliger & Molau, 1992;;2;Tout élément sensible;10;12
47;109769;Nymphoides peltata (S.G.Gmel.) Kuntze, 1891;;2;Tout élément sensible;10;12
33;109769;Nymphoides peltata (S.G.Gmel.) Kuntze, 1891;;2;Tout élément sensible;10;12
24;109769;Nymphoides peltata (S.G.Gmel.) Kuntze, 1891;;2;Tout élément sensible;10;12
40;109769;Nymphoides peltata (S.G.Gmel.) Kuntze, 1891;;2;Tout élément sensible;10;12
64;109769;Nymphoides peltata (S.G.Gmel.) Kuntze, 1891;;2;Tout élément sensible;10;12
47;718726;Odontites jaubertianus var. chrysanthus (Boreau) Bolliger;;1;Tout élément sensible;10;12
33;718726;Odontites jaubertianus var. chrysanthus (Boreau) Bolliger;;1;Tout élément sensible;10;12
24;718726;Odontites jaubertianus var. chrysanthus (Boreau) Bolliger;;1;Tout élément sensible;10;12
40;718726;Odontites jaubertianus var. chrysanthus (Boreau) Bolliger;;1;Tout élément sensible;10;12
64;718726;Odontites jaubertianus var. chrysanthus (Boreau) Bolliger;;1;Tout élément sensible;10;12
47;138122;Odontites jaubertianus var. jaubertianus (Boreau) D.Dietr. ex Walp., 1844;;1;Tout élément sensible;10;12
33;138122;Odontites jaubertianus var. jaubertianus (Boreau) D.Dietr. ex Walp., 1844;;1;Tout élément sensible;10;12
24;138122;Odontites jaubertianus var. jaubertianus (Boreau) D.Dietr. ex Walp., 1844;;1;Tout élément sensible;10;12
40;138122;Odontites jaubertianus var. jaubertianus (Boreau) D.Dietr. ex Walp., 1844;;1;Tout élément sensible;10;12
64;138122;Odontites jaubertianus var. jaubertianus (Boreau) D.Dietr. ex Walp., 1844;;1;Tout élément sensible;10;12
47;110306;Ophioglossum azoricum C.Presl, 1845;;1;Tout élément sensible;10;12
33;110306;Ophioglossum azoricum C.Presl, 1845;;1;Tout élément sensible;10;12
24;110306;Ophioglossum azoricum C.Presl, 1845;;1;Tout élément sensible;10;12
40;110306;Ophioglossum azoricum C.Presl, 1845;;1;Tout élément sensible;10;12
64;110306;Ophioglossum azoricum C.Presl, 1845;;1;Tout élément sensible;10;12
47;110307;Ophioglossum lusitanicum L., 1753;;2;Tout élément sensible;10;12
33;110307;Ophioglossum lusitanicum L., 1753;;2;Tout élément sensible;10;12
24;110307;Ophioglossum lusitanicum L., 1753;;2;Tout élément sensible;10;12
40;110307;Ophioglossum lusitanicum L., 1753;;2;Tout élément sensible;10;12
64;110307;Ophioglossum lusitanicum L., 1753;;2;Tout élément sensible;10;12
47;110325;Ophrys aegirtica P.Delforge, 1996;;1;Tout élément sensible;10;12
33;110325;Ophrys aegirtica P.Delforge, 1996;;1;Tout élément sensible;10;12
24;110325;Ophrys aegirtica P.Delforge, 1996;;1;Tout élément sensible;10;12
40;110325;Ophrys aegirtica P.Delforge, 1996;;1;Tout élément sensible;10;12
64;110325;Ophrys aegirtica P.Delforge, 1996;;1;Tout élément sensible;10;12
47;110409;Ophrys incubacea Bianca, 1842;;1;Tout élément sensible;10;12
33;110409;Ophrys incubacea Bianca, 1842;;1;Tout élément sensible;10;12
24;110409;Ophrys incubacea Bianca, 1842;;1;Tout élément sensible;10;12
40;110409;Ophrys incubacea Bianca, 1842;;1;Tout élément sensible;10;12
64;110409;Ophrys incubacea Bianca, 1842;;1;Tout élément sensible;10;12
47;110423;Ophrys lupercalis Devillers & Devillers-Tersch., 1994;;1;Tout élément sensible;10;12
33;110423;Ophrys lupercalis Devillers & Devillers-Tersch., 1994;;1;Tout élément sensible;10;12
24;110423;Ophrys lupercalis Devillers & Devillers-Tersch., 1994;;1;Tout élément sensible;10;12
40;110423;Ophrys lupercalis Devillers & Devillers-Tersch., 1994;;1;Tout élément sensible;10;12
64;110423;Ophrys lupercalis Devillers & Devillers-Tersch., 1994;;1;Tout élément sensible;10;12
47;138315;Ophrys lutea subsp. lutea Cav., 1793;;1;Tout élément sensible;10;12
33;138315;Ophrys lutea subsp. lutea Cav., 1793;;1;Tout élément sensible;10;12
24;138315;Ophrys lutea subsp. lutea Cav., 1793;;1;Tout élément sensible;10;12
40;138315;Ophrys lutea subsp. lutea Cav., 1793;;1;Tout élément sensible;10;12
64;138315;Ophrys lutea subsp. lutea Cav., 1793;;1;Tout élément sensible;10;12
47;110473;Ophrys speculum Link, 1799;;2;Tout élément sensible;10;12
33;110473;Ophrys speculum Link, 1799;;2;Tout élément sensible;10;12
24;110473;Ophrys speculum Link, 1799;;2;Tout élément sensible;10;12
40;110473;Ophrys speculum Link, 1799;;2;Tout élément sensible;10;12
64;110473;Ophrys speculum Link, 1799;;2;Tout élément sensible;10;12
47;110491;Ophrys vasconica (O.Danesch & EDanesch) P.Delforge, 1991;;1;Tout élément sensible;10;12
33;110491;Ophrys vasconica (O.Danesch & EDanesch) P.Delforge, 1991;;1;Tout élément sensible;10;12
24;110491;Ophrys vasconica (O.Danesch & EDanesch) P.Delforge, 1991;;1;Tout élément sensible;10;12
40;110491;Ophrys vasconica (O.Danesch & EDanesch) P.Delforge, 1991;;1;Tout élément sensible;10;12
64;110491;Ophrys vasconica (O.Danesch & EDanesch) P.Delforge, 1991;;1;Tout élément sensible;10;12
47;110894;Orchis langei K.Richt.;;1;Tout élément sensible;10;12
33;110894;Orchis langei K.Richt.;;1;Tout élément sensible;10;12
24;110894;Orchis langei K.Richt.;;1;Tout élément sensible;10;12
40;110894;Orchis langei K.Richt.;;1;Tout élément sensible;10;12
64;110894;Orchis langei K.Richt.;;1;Tout élément sensible;10;12
47;110961;Orchis provincialis Balb. ex DC.;;1;Tout élément sensible;10;12
33;110961;Orchis provincialis Balb. ex DC.;;1;Tout élément sensible;10;12
24;110961;Orchis provincialis Balb. ex DC.;;1;Tout élément sensible;10;12
40;110961;Orchis provincialis Balb. ex DC.;;1;Tout élément sensible;10;12
64;110961;Orchis provincialis Balb. ex DC.;;1;Tout élément sensible;10;12
47;111977;Oxytropis foucaudii Gillot, 1895;;1;Tout élément sensible;10;12
33;111977;Oxytropis foucaudii Gillot, 1895;;1;Tout élément sensible;10;12
24;111977;Oxytropis foucaudii Gillot, 1895;;1;Tout élément sensible;10;12
40;111977;Oxytropis foucaudii Gillot, 1895;;1;Tout élément sensible;10;12
64;111977;Oxytropis foucaudii Gillot, 1895;;1;Tout élément sensible;10;12
47;718266;Patzkea paniculata subsp. longiglumis (Litard.) H.Scholz, 2010;;2;Tout élément sensible;10;12
33;718266;Patzkea paniculata subsp. longiglumis (Litard.) H.Scholz, 2010;;2;Tout élément sensible;10;12
24;718266;Patzkea paniculata subsp. longiglumis (Litard.) H.Scholz, 2010;;2;Tout élément sensible;10;12
40;718266;Patzkea paniculata subsp. longiglumis (Litard.) H.Scholz, 2010;;2;Tout élément sensible;10;12
64;718266;Patzkea paniculata subsp. longiglumis (Litard.) H.Scholz, 2010;;2;Tout élément sensible;10;12
47;112586;Pedicularis mixta Gren., 1853;;1;Tout élément sensible;10;12
33;112586;Pedicularis mixta Gren., 1853;;1;Tout élément sensible;10;12
24;112586;Pedicularis mixta Gren., 1853;;1;Tout élément sensible;10;12
40;112586;Pedicularis mixta Gren., 1853;;1;Tout élément sensible;10;12
64;112586;Pedicularis mixta Gren., 1853;;1;Tout élément sensible;10;12
47;112602;Pedicularis tuberosa L., 1753;;1;Tout élément sensible;10;12
33;112602;Pedicularis tuberosa L., 1753;;1;Tout élément sensible;10;12
24;112602;Pedicularis tuberosa L., 1753;;1;Tout élément sensible;10;12
40;112602;Pedicularis tuberosa L., 1753;;1;Tout élément sensible;10;12
64;112602;Pedicularis tuberosa L., 1753;;1;Tout élément sensible;10;12
47;112980;Phalaris brachystachys Link, 1806;;1;Tout élément sensible;10;12
33;112980;Phalaris brachystachys Link, 1806;;1;Tout élément sensible;10;12
24;112980;Phalaris brachystachys Link, 1806;;1;Tout élément sensible;10;12
40;112980;Phalaris brachystachys Link, 1806;;1;Tout élément sensible;10;12
64;112980;Phalaris brachystachys Link, 1806;;1;Tout élément sensible;10;12
47;113597;Pimpinella siifolia Leresche, 1879;;1;Tout élément sensible;10;12
33;113597;Pimpinella siifolia Leresche, 1879;;1;Tout élément sensible;10;12
24;113597;Pimpinella siifolia Leresche, 1879;;1;Tout élément sensible;10;12
40;113597;Pimpinella siifolia Leresche, 1879;;1;Tout élément sensible;10;12
64;113597;Pimpinella siifolia Leresche, 1879;;1;Tout élément sensible;10;12
47;113609;Pinguicula alpina L., 1753;;1;Tout élément sensible;10;12
33;113609;Pinguicula alpina L., 1753;;1;Tout élément sensible;10;12
24;113609;Pinguicula alpina L., 1753;;1;Tout élément sensible;10;12
40;113609;Pinguicula alpina L., 1753;;1;Tout élément sensible;10;12
64;113609;Pinguicula alpina L., 1753;;1;Tout élément sensible;10;12
47;139021;Poa trivialis subsp. feratiana (Boiss. & Reut) A.M.Hern., 1976;;1;Tout élément sensible;10;12
33;139021;Poa trivialis subsp. feratiana (Boiss. & Reut) A.M.Hern., 1976;;1;Tout élément sensible;10;12
24;139021;Poa trivialis subsp. feratiana (Boiss. & Reut) A.M.Hern., 1976;;1;Tout élément sensible;10;12
40;139021;Poa trivialis subsp. feratiana (Boiss. & Reut) A.M.Hern., 1976;;1;Tout élément sensible;10;12
64;139021;Poa trivialis subsp. feratiana (Boiss. & Reut) A.M.Hern., 1976;;1;Tout élément sensible;10;12
47;114569;Polygala monspeliaca L., 1753;;1;Tout élément sensible;10;12
33;114569;Polygala monspeliaca L., 1753;;1;Tout élément sensible;10;12
24;114569;Polygala monspeliaca L., 1753;;1;Tout élément sensible;10;12
40;114569;Polygala monspeliaca L., 1753;;1;Tout élément sensible;10;12
64;114569;Polygala monspeliaca L., 1753;;1;Tout élément sensible;10;12
47;139441;Prunus lusitanica subsp. lusitanica L., 1753;;2;Tout élément sensible;10;12
33;139441;Prunus lusitanica subsp. lusitanica L., 1753;;2;Tout élément sensible;10;12
24;139441;Prunus lusitanica subsp. lusitanica L., 1753;;2;Tout élément sensible;10;12
40;139441;Prunus lusitanica subsp. lusitanica L., 1753;;2;Tout élément sensible;10;12
64;139441;Prunus lusitanica subsp. lusitanica L., 1753;;2;Tout élément sensible;10;12
47;159802;Quercus faginea Lam., 1785;;2;Tout élément sensible;10;12
33;159802;Quercus faginea Lam., 1785;;2;Tout élément sensible;10;12
24;159802;Quercus faginea Lam., 1785;;2;Tout élément sensible;10;12
40;159802;Quercus faginea Lam., 1785;;2;Tout élément sensible;10;12
64;159802;Quercus faginea Lam., 1785;;2;Tout élément sensible;10;12
47;116876;Ramonda myconi (L.) Rchb., 1831;;1;Tout élément sensible;10;12
33;116876;Ramonda myconi (L.) Rchb., 1831;;1;Tout élément sensible;10;12
24;116876;Ramonda myconi (L.) Rchb., 1831;;1;Tout élément sensible;10;12
40;116876;Ramonda myconi (L.) Rchb., 1831;;1;Tout élément sensible;10;12
64;116876;Ramonda myconi (L.) Rchb., 1831;;1;Tout élément sensible;10;12
47;139764;Ranunculus parnassifolius subsp. favargeri Küpfer, 1975;;1;Tout élément sensible;10;12
33;139764;Ranunculus parnassifolius subsp. favargeri Küpfer, 1975;;1;Tout élément sensible;10;12
24;139764;Ranunculus parnassifolius subsp. favargeri Küpfer, 1975;;1;Tout élément sensible;10;12
40;139764;Ranunculus parnassifolius subsp. favargeri Küpfer, 1975;;1;Tout élément sensible;10;12
64;139764;Ranunculus parnassifolius subsp. favargeri Küpfer, 1975;;1;Tout élément sensible;10;12
47;117257;Ranunculus trilobus Desf., 1798;;1;Tout élément sensible;10;12
33;117257;Ranunculus trilobus Desf., 1798;;1;Tout élément sensible;10;12
24;117257;Ranunculus trilobus Desf., 1798;;1;Tout élément sensible;10;12
40;117257;Ranunculus trilobus Desf., 1798;;1;Tout élément sensible;10;12
64;117257;Ranunculus trilobus Desf., 1798;;1;Tout élément sensible;10;12
47;117668;Rhodiola rosea L., 1753;;1;Tout élément sensible;10;12
33;117668;Rhodiola rosea L., 1753;;1;Tout élément sensible;10;12
24;117668;Rhodiola rosea L., 1753;;1;Tout élément sensible;10;12
40;117668;Rhodiola rosea L., 1753;;1;Tout élément sensible;10;12
64;117668;Rhodiola rosea L., 1753;;1;Tout élément sensible;10;12
47;118192;Rosa gallica L., 1753;;1;Tout élément sensible;10;12
33;118192;Rosa gallica L., 1753;;1;Tout élément sensible;10;12
24;118192;Rosa gallica L., 1753;;1;Tout élément sensible;10;12
40;118192;Rosa gallica L., 1753;;1;Tout élément sensible;10;12
64;118192;Rosa gallica L., 1753;;1;Tout élément sensible;10;12
47;119448;Rumex aquitanicus Rech.f., 1929;;1;Tout élément sensible;10;12
33;119448;Rumex aquitanicus Rech.f., 1929;;1;Tout élément sensible;10;12
24;119448;Rumex aquitanicus Rech.f., 1929;;1;Tout élément sensible;10;12
40;119448;Rumex aquitanicus Rech.f., 1929;;1;Tout élément sensible;10;12
64;119448;Rumex aquitanicus Rech.f., 1929;;1;Tout élément sensible;10;12
47;140359;Rumex bucephalophorus subsp. hispanicus (Steinh.) Rech.f., 1939;;1;Tout élément sensible;10;12
33;140359;Rumex bucephalophorus subsp. hispanicus (Steinh.) Rech.f., 1939;;1;Tout élément sensible;10;12
24;140359;Rumex bucephalophorus subsp. hispanicus (Steinh.) Rech.f., 1939;;1;Tout élément sensible;10;12
40;140359;Rumex bucephalophorus subsp. hispanicus (Steinh.) Rech.f., 1939;;1;Tout élément sensible;10;12
64;140359;Rumex bucephalophorus subsp. hispanicus (Steinh.) Rech.f., 1939;;1;Tout élément sensible;10;12
47;119582;Rumex rupestris Le Gall, 1850;;1;Tout élément sensible;10;12
33;119582;Rumex rupestris Le Gall, 1850;;1;Tout élément sensible;10;12
24;119582;Rumex rupestris Le Gall, 1850;;1;Tout élément sensible;10;12
40;119582;Rumex rupestris Le Gall, 1850;;1;Tout élément sensible;10;12
64;119582;Rumex rupestris Le Gall, 1850;;1;Tout élément sensible;10;12
47;120813;Saponaria caespitosa DC., 1808;;1;Tout élément sensible;10;12
33;120813;Saponaria caespitosa DC., 1808;;1;Tout élément sensible;10;12
24;120813;Saponaria caespitosa DC., 1808;;1;Tout élément sensible;10;12
